Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Channel,Postal Code,Product ID,Sales,Quantity,Unit Cost,,
1742,CA-2017-152807,10-30-2017,11-3-2017,Standard Class,MC-18100,Consumer,19140,OFF-PA-10004355,20.736,4,3.3696,,
1743,CA-2017-152807,10-30-2017,11-3-2017,Standard Class,MC-18100,Consumer,19140,FUR-FU-10004415,7.168,2,3.0912,,
1744,CA-2017-152807,10-30-2017,11-3-2017,Standard Class,MC-18100,Consumer,19140,OFF-ST-10002486,11.168,2,6.8404,,
1745,CA-2017-152807,10-30-2017,11-3-2017,Standard Class,MC-18100,Consumer,19140,TEC-AC-10001142,442.4,7,71.1,,
2280,CA-2017-142622,10-30-2017,11-2-2017,First Class,JK-15625,Consumer,98115,FUR-CH-10003833,97.568,2,51.833,,
2281,CA-2017-142622,10-30-2017,11-2-2017,First Class,JK-15625,Consumer,98115,FUR-CH-10004289,614.272,8,79.6634,,
2282,CA-2017-142622,10-30-2017,11-2-2017,First Class,JK-15625,Consumer,98115,FUR-BO-10004467,199.98,2,80.9919,,
3438,CA-2017-152583,10-30-2017,10-30-2017,Same Day,RA-19945,Consumer,75217,FUR-FU-10003849,16.192,2,12.3464,,
3439,CA-2017-152583,10-30-2017,10-30-2017,Same Day,RA-19945,Consumer,75217,FUR-TA-10002041,251.006,2,159.5681,,
3440,CA-2017-152583,10-30-2017,10-30-2017,Same Day,RA-19945,Consumer,75217,OFF-ST-10002214,54.192,6,8.3546,,
3547,CA-2017-155292,10-30-2017,11-1-2017,First Class,RD-19810,Home Office,40475,OFF-ST-10004963,105.98,7,14.5344,,
3548,CA-2017-155292,10-30-2017,11-1-2017,First Class,RD-19810,Home Office,40475,OFF-SU-10002573,35.06,2,12.271,,
3549,CA-2017-155292,10-30-2017,11-1-2017,First Class,RD-19810,Home Office,40475,FUR-CH-10000553,33.94,1,24.7762,,
3550,CA-2017-155292,10-30-2017,11-1-2017,First Class,RD-19810,Home Office,40475,OFF-LA-10001982,30,8,1.95,,
899,CA-2017-160983,10-29-2017,10-31-2017,Second Class,GB-14530,Corporate,13021,OFF-PA-10002250,46.96,8,3.0524,,
4260,CA-2017-118367,10-28-2017,11-2-2017,Second Class,LO-17170,Corporate,10035,OFF-EN-10004386,47.98,2,11.995,,
6495,CA-2017-111262,10-28-2017,11-1-2017,Second Class,KH-16510,Consumer,77095,TEC-AC-10002167,24,2,13.35,,
6496,CA-2017-111262,10-28-2017,11-1-2017,Second Class,KH-16510,Consumer,77095,OFF-PA-10001937,15.552,3,3.3696,,
6497,CA-2017-111262,10-28-2017,11-1-2017,Second Class,KH-16510,Consumer,77095,TEC-AC-10004510,26.176,2,14.724,,
7712,CA-2017-139353,10-28-2017,10-30-2017,Second Class,JM-15250,Consumer,28314,FUR-FU-10001876,77.952,3,20.7872,,
7713,CA-2017-139353,10-28-2017,10-30-2017,Second Class,JM-15250,Consumer,28314,OFF-ST-10001522,147.184,2,88.3104,,
7714,CA-2017-139353,10-28-2017,10-30-2017,Second Class,JM-15250,Consumer,28314,OFF-PA-10000300,47.952,3,10.5894,,
8910,CA-2017-160661,10-28-2017,11-1-2017,Standard Class,SA-20830,Consumer,2149,OFF-LA-10002475,21.93,3,3.8743,,
3253,CA-2017-110373,10-27-2017,10-30-2017,Second Class,MA-17560,Home Office,60610,OFF-AR-10003045,7.056,3,1.617,,
3254,CA-2017-110373,10-27-2017,10-30-2017,Second Class,MA-17560,Home Office,60610,TEC-PH-10001536,27.184,2,12.5726,,
4024,CA-2017-130764,10-27-2017,10-28-2017,First Class,JO-15145,Corporate,94110,FUR-BO-10003034,556.665,5,110.0232,,
4025,CA-2017-130764,10-27-2017,10-28-2017,First Class,JO-15145,Corporate,94110,TEC-PH-10003215,95.84,4,15.2745,,
5673,CA-2017-127922,10-27-2017,11-3-2017,Standard Class,SH-19975,Corporate,75081,OFF-EN-10003068,15.84,2,5.148,,
5674,CA-2017-127922,10-27-2017,11-3-2017,Standard Class,SH-19975,Corporate,75081,OFF-PA-10001204,8.448,2,2.904,,
7619,CA-2017-151225,10-27-2017,10-29-2017,First Class,JM-15655,Corporate,90032,FUR-TA-10001539,189.576,1,180.0972,,
7620,CA-2017-151225,10-27-2017,10-29-2017,First Class,JM-15655,Corporate,90032,TEC-PH-10004100,71.96,5,12.9528,,
8477,CA-2017-134880,10-27-2017,11-1-2017,Standard Class,TW-21025,Home Office,85204,OFF-PA-10004039,44.784,1,28.5498,,
9240,CA-2017-110310,10-27-2017,11-2-2017,Standard Class,NB-18655,Corporate,32303,OFF-PA-10001685,56.784,7,5.1714,,
9241,CA-2017-110310,10-27-2017,11-2-2017,Standard Class,NB-18655,Corporate,32303,OFF-BI-10001097,5.607,3,3.1773,,
9242,CA-2017-110310,10-27-2017,11-2-2017,Standard Class,NB-18655,Corporate,32303,OFF-AR-10001662,6.576,3,2.0002,,
87,CA-2017-155558,10-26-2017,11-2-2017,Standard Class,PG-18895,Consumer,55901,TEC-AC-10001998,19.99,1,13.1934,,
88,CA-2017-155558,10-26-2017,11-2-2017,Standard Class,PG-18895,Consumer,55901,OFF-LA-10000134,6.16,2,1.6016,,
6664,CA-2017-162173,10-26-2017,11-1-2017,Standard Class,OT-18730,Consumer,23464,FUR-TA-10001520,356.85,5,59.2371,,
6665,CA-2017-162173,10-26-2017,11-1-2017,Standard Class,OT-18730,Consumer,23464,OFF-EN-10002831,251.58,7,19.767,,
7332,CA-2017-115119,10-26-2017,10-30-2017,Standard Class,SC-20440,Corporate,17602,TEC-PH-10001433,61.542,1,74.8761,,
7333,CA-2017-115119,10-26-2017,10-30-2017,Standard Class,SC-20440,Corporate,17602,OFF-BI-10003007,81.438,7,20.9412,,
8808,US-2017-110646,10-26-2017,10-31-2017,Standard Class,JF-15190,Consumer,19134,OFF-BI-10004330,33.282,3,20.339,,
8809,US-2017-110646,10-26-2017,10-31-2017,Standard Class,JF-15190,Consumer,19134,TEC-PH-10002807,118.65,5,19.775,,
8810,US-2017-110646,10-26-2017,10-31-2017,Standard Class,JF-15190,Consumer,19134,OFF-LA-10001404,14.76,5,1.9557,,
9532,CA-2017-102729,10-26-2017,10-31-2017,Standard Class,BF-11215,Home Office,75217,OFF-ST-10000464,55.616,2,25.0272,,
8678,CA-2017-141705,10-24-2017,10-26-2017,First Class,PO-18850,Consumer,76063,FUR-TA-10004607,517.405,5,119.7423,,
9612,CA-2017-144365,10-24-2017,10-30-2017,Standard Class,CS-11950,Consumer,39212,OFF-FA-10000735,11.68,4,1.606,,
1261,CA-2017-117079,10-23-2017,10-27-2017,Standard Class,JR-15700,Consumer,32216,TEC-PH-10004586,863.88,3,251.965,,
2893,CA-2017-139913,10-23-2017,10-29-2017,Standard Class,JC-16105,Corporate,14609,OFF-PA-10003739,11.56,2,2.9478,,
2894,CA-2017-139913,10-23-2017,10-29-2017,Standard Class,JC-16105,Corporate,14609,OFF-PA-10002479,26.4,5,2.904,,
2895,CA-2017-139913,10-23-2017,10-29-2017,Standard Class,JC-16105,Corporate,14609,FUR-FU-10000771,69.08,11,3.6424,,
2896,CA-2017-139913,10-23-2017,10-29-2017,Standard Class,JC-16105,Corporate,14609,TEC-PH-10001552,35.88,3,8.6112,,
3856,US-2017-105389,10-23-2017,10-28-2017,Second Class,DM-13015,Consumer,78207,OFF-BI-10004364,3.564,3,3.267,,
3857,US-2017-105389,10-23-2017,10-28-2017,Second Class,DM-13015,Consumer,78207,TEC-PH-10002824,823.96,5,154.4925,,
3858,US-2017-105389,10-23-2017,10-28-2017,Second Class,DM-13015,Consumer,78207,OFF-AR-10000634,10.272,3,3.1244,,
4148,CA-2017-106068,10-23-2017,10-28-2017,Standard Class,RB-19330,Consumer,78745,OFF-BI-10000962,9.762,3,8.2977,,
4149,CA-2017-106068,10-23-2017,10-28-2017,Standard Class,RB-19330,Consumer,78745,OFF-ST-10004507,13.72,1,12.5195,,
4150,CA-2017-106068,10-23-2017,10-28-2017,Standard Class,RB-19330,Consumer,78745,TEC-AC-10002942,55.2,1,57.27,,
4151,CA-2017-106068,10-23-2017,10-28-2017,Standard Class,RB-19330,Consumer,78745,OFF-ST-10002344,259.136,4,79.3604,,
8446,CA-2017-125451,10-23-2017,10-24-2017,First Class,AH-10075,Corporate,2920,FUR-TA-10001039,240.744,4,63.6252,,
8447,CA-2017-125451,10-23-2017,10-24-2017,First Class,AH-10075,Corporate,2920,FUR-FU-10004963,35,4,5.075,,
8448,CA-2017-125451,10-23-2017,10-24-2017,First Class,AH-10075,Corporate,2920,FUR-FU-10000277,210.68,2,80.0584,,
8449,CA-2017-125451,10-23-2017,10-24-2017,First Class,AH-10075,Corporate,2920,FUR-TA-10004915,637.896,3,255.1584,,
8450,CA-2017-125451,10-23-2017,10-24-2017,First Class,AH-10075,Corporate,2920,OFF-PA-10003724,43.44,8,2.7693,,
8451,CA-2017-125451,10-23-2017,10-24-2017,First Class,AH-10075,Corporate,2920,OFF-AP-10002906,2.22,1,1.554,,
2624,CA-2017-127180,10-22-2017,10-24-2017,First Class,TA-21385,Home Office,10024,TEC-CO-10004722,11199.968,4,1819.9948,,
2625,CA-2017-127180,10-22-2017,10-24-2017,First Class,TA-21385,Home Office,10024,TEC-PH-10001494,2399.6,8,218.9635,,
2626,CA-2017-127180,10-22-2017,10-24-2017,First Class,TA-21385,Home Office,10024,OFF-EN-10002500,63.9,5,7.029,,
2627,CA-2017-127180,10-22-2017,10-24-2017,First Class,TA-21385,Home Office,10024,TEC-PH-10003800,52.99,1,52.4601,,
4295,CA-2017-101581,10-22-2017,10-27-2017,Standard Class,DW-13195,Corporate,97756,FUR-TA-10002607,177.225,5,59.5476,,
4478,CA-2017-130211,10-22-2017,10-22-2017,Same Day,BD-11620,Consumer,73505,OFF-ST-10000129,333.09,3,103.2579,,
4479,CA-2017-130211,10-22-2017,10-22-2017,Same Day,BD-11620,Consumer,73505,FUR-TA-10003748,248.98,2,97.1022,,
4516,US-2017-111920,10-22-2017,10-26-2017,Standard Class,PS-18970,Home Office,74133,OFF-AR-10003179,36.44,4,6.1037,,
4642,CA-2017-130141,10-22-2017,10-24-2017,Second Class,HA-14905,Consumer,80525,OFF-BI-10000831,3.168,4,1.4256,,
4643,CA-2017-130141,10-22-2017,10-24-2017,Second Class,HA-14905,Consumer,80525,FUR-CH-10000749,579.136,4,152.0232,,
7263,CA-2017-156363,10-22-2017,10-28-2017,Standard Class,ML-17395,Corporate,19134,TEC-PH-10003988,32.7,5,7.848,,
7264,CA-2017-156363,10-22-2017,10-28-2017,Standard Class,ML-17395,Corporate,19134,OFF-EN-10003068,31.68,4,5.148,,
527,CA-2017-113558,10-21-2017,10-26-2017,Standard Class,PH-18790,Home Office,33801,FUR-CH-10003379,683.952,3,213.735,,
528,CA-2017-113558,10-21-2017,10-26-2017,Standard Class,PH-18790,Home Office,33801,FUR-FU-10001756,45.696,3,13.5184,,
1831,CA-2017-145884,10-21-2017,10-21-2017,Same Day,SL-20155,Home Office,74403,TEC-PH-10000895,1439.92,8,133.1926,,
1832,CA-2017-145884,10-21-2017,10-21-2017,Same Day,SL-20155,Home Office,74403,FUR-TA-10002356,262.11,1,199.2036,,
1903,CA-2017-167094,10-21-2017,10-22-2017,First Class,DK-12835,Corporate,97477,OFF-PA-10003953,5.184,1,3.3696,,
1904,CA-2017-167094,10-21-2017,10-22-2017,First Class,DK-12835,Corporate,97477,FUR-CH-10000155,478.48,2,215.316,,
1905,CA-2017-167094,10-21-2017,10-22-2017,First Class,DK-12835,Corporate,97477,TEC-AC-10003116,28.4,2,10.8275,,
1906,CA-2017-154410,10-21-2017,10-24-2017,First Class,MD-17860,Corporate,46203,OFF-ST-10002743,909.12,8,112.5036,,
2159,CA-2017-148166,10-21-2017,10-26-2017,Standard Class,NK-18490,Home Office,32725,OFF-AR-10004956,17.856,4,3.9618,,
4047,CA-2017-100356,10-21-2017,10-25-2017,Standard Class,SP-20920,Consumer,60653,OFF-AP-10002191,23.992,2,43.1856,,
4558,US-2017-117331,10-21-2017,10-28-2017,Standard Class,ND-18370,Consumer,85301,OFF-BI-10003984,8.559,1,15.1209,,
5431,CA-2017-117422,10-21-2017,10-25-2017,Standard Class,FC-14245,Home Office,44107,OFF-AP-10000938,161.568,2,72.7056,,
5432,CA-2017-117422,10-21-2017,10-25-2017,Standard Class,FC-14245,Home Office,44107,OFF-PA-10002195,4.064,1,2.6924,,
5433,CA-2017-117422,10-21-2017,10-25-2017,Standard Class,FC-14245,Home Office,44107,OFF-BI-10002799,6.216,4,2.7972,,
6196,CA-2017-113453,10-21-2017,10-28-2017,Standard Class,CM-12160,Consumer,19143,TEC-PH-10004165,329.988,2,203.4926,,
6197,CA-2017-113453,10-21-2017,10-28-2017,Standard Class,CM-12160,Consumer,19143,OFF-ST-10000352,71.376,3,25.279,,
7350,CA-2017-142125,10-21-2017,10-27-2017,Standard Class,JB-15400,Corporate,53209,OFF-BI-10000301,38.82,6,3.235,,
7351,CA-2017-142125,10-21-2017,10-27-2017,Standard Class,JB-15400,Corporate,53209,OFF-BI-10003460,21.9,5,2.2776,,
454,CA-2017-147277,10-20-2017,10-24-2017,Standard Class,EB-13705,Corporate,44312,FUR-TA-10001539,284.364,2,180.0972,,
455,CA-2017-147277,10-20-2017,10-24-2017,Standard Class,EB-13705,Corporate,44312,OFF-ST-10000142,665.408,2,299.4336,,
2798,CA-2017-158743,10-20-2017,10-27-2017,Standard Class,IG-15085,Consumer,72209,OFF-AR-10002257,13.36,4,2.3046,,
2799,CA-2017-158743,10-20-2017,10-27-2017,Standard Class,IG-15085,Consumer,72209,OFF-PA-10001019,39.96,2,10.5894,,
2800,CA-2017-158743,10-20-2017,10-27-2017,Standard Class,IG-15085,Consumer,72209,OFF-BI-10003364,145.85,5,15.1684,,
3189,US-2017-146416,10-20-2017,10-22-2017,Second Class,JE-16165,Corporate,95695,OFF-LA-10003714,3.75,1,1.95,,
3190,US-2017-146416,10-20-2017,10-22-2017,Second Class,JE-16165,Corporate,95695,OFF-BI-10001787,20.928,4,3.3354,,
5260,CA-2017-158722,10-20-2017,10-26-2017,Standard Class,MA-17560,Home Office,19120,OFF-PA-10000176,45.528,3,9.8644,,
6347,CA-2017-104822,10-20-2017,10-20-2017,Same Day,RB-19465,Home Office,10024,OFF-LA-10002034,24.55,5,2.5041,,
8238,CA-2017-103065,10-20-2017,10-20-2017,Same Day,PT-19090,Consumer,32216,OFF-ST-10000617,4.768,2,2.7714,,
8239,CA-2017-103065,10-20-2017,10-20-2017,Same Day,PT-19090,Consumer,32216,OFF-PA-10000380,6.672,1,4.17,,
8240,CA-2017-103065,10-20-2017,10-20-2017,Same Day,PT-19090,Consumer,32216,OFF-AR-10003251,4.448,2,1.668,,
8241,CA-2017-103065,10-20-2017,10-20-2017,Same Day,PT-19090,Consumer,32216,FUR-FU-10000175,43.936,4,9.4737,,
8883,US-2017-115252,10-20-2017,10-25-2017,Standard Class,MY-18295,Corporate,27707,TEC-PH-10004071,15.984,2,7.2927,,
8884,US-2017-115252,10-20-2017,10-25-2017,Standard Class,MY-18295,Corporate,27707,OFF-PA-10001667,14.352,3,3.289,,
35,CA-2017-107727,10-19-2017,10-23-2017,Second Class,MA-17560,Home Office,77095,OFF-PA-10000249,29.472,3,6.5084,,
423,CA-2017-125388,10-19-2017,10-23-2017,Standard Class,MP-17965,Corporate,1841,FUR-FU-10004712,56.56,4,10.4636,,
424,CA-2017-125388,10-19-2017,10-23-2017,Standard Class,MP-17965,Corporate,1841,OFF-ST-10000918,32.7,3,8.066,,
1361,CA-2017-125199,10-19-2017,10-25-2017,Standard Class,HM-14860,Corporate,19120,OFF-AR-10002956,123.256,7,16.2874,,
1362,CA-2017-125199,10-19-2017,10-25-2017,Standard Class,HM-14860,Corporate,19120,OFF-PA-10004041,23.68,4,4.07,,
1363,CA-2017-125199,10-19-2017,10-25-2017,Standard Class,HM-14860,Corporate,19120,TEC-PH-10001336,309.576,4,91.5829,,
1671,CA-2017-159457,10-19-2017,10-26-2017,Standard Class,RD-19480,Consumer,77095,TEC-PH-10002185,16.68,3,3.8225,,
2929,US-2017-120390,10-19-2017,10-26-2017,Standard Class,TH-21550,Home Office,27217,OFF-BI-10004995,1633.188,4,734.9346,,
3057,CA-2017-131492,10-19-2017,10-24-2017,Second Class,HH-15010,Corporate,94110,OFF-EN-10002973,8.96,2,2.3296,,
3058,CA-2017-131492,10-19-2017,10-24-2017,Second Class,HH-15010,Corporate,94110,OFF-LA-10001641,31.5,10,1.638,,
3059,CA-2017-131492,10-19-2017,10-24-2017,Second Class,HH-15010,Corporate,94110,FUR-FU-10003878,30.56,2,10.0848,,
3060,CA-2017-131492,10-19-2017,10-24-2017,Second Class,HH-15010,Corporate,94110,FUR-TA-10003837,24.368,2,13.8593,,
4927,CA-2017-117653,10-19-2017,10-23-2017,Standard Class,MO-17500,Consumer,60623,FUR-TA-10003008,91.275,1,158.8185,,
5175,CA-2017-106432,10-19-2017,10-24-2017,Standard Class,CA-12265,Consumer,76706,OFF-BI-10002799,2.072,2,2.7972,,
5176,CA-2017-106432,10-19-2017,10-24-2017,Standard Class,CA-12265,Consumer,76706,FUR-BO-10004360,328.3992,3,140.0526,,
9706,CA-2017-125990,10-19-2017,10-23-2017,Standard Class,JS-16030,Consumer,94122,OFF-BI-10004826,39.624,3,8.5852,,
396,CA-2017-165603,10-17-2017,10-19-2017,Second Class,SS-20140,Corporate,2886,OFF-ST-10000798,49.96,2,20.2338,,
397,CA-2017-165603,10-17-2017,10-19-2017,Second Class,SS-20140,Corporate,2886,OFF-PA-10002552,12.96,2,3.3696,,
3864,CA-2017-123246,10-17-2017,10-19-2017,Second Class,AJ-10960,Consumer,92037,OFF-AR-10001770,10.64,4,1.9684,,
8019,CA-2017-114804,10-17-2017,10-19-2017,Second Class,BF-11020,Corporate,95351,TEC-PH-10001700,52.792,1,48.1727,,
1554,CA-2017-158386,10-16-2017,10-21-2017,Standard Class,BO-11425,Consumer,40475,OFF-BI-10003719,124.75,5,13.473,,
1597,CA-2017-132234,10-16-2017,10-18-2017,First Class,MY-17380,Corporate,10011,FUR-FU-10001290,547.3,13,28.628,,
5338,CA-2017-111577,10-16-2017,10-21-2017,Standard Class,AJ-10780,Corporate,85254,OFF-PA-10000062,307.776,7,28.0296,,
7282,CA-2017-159282,10-16-2017,10-21-2017,Standard Class,GH-14410,Home Office,85364,TEC-MA-10001148,599.985,5,215.9946,,
8993,CA-2017-159100,10-16-2017,10-21-2017,Standard Class,VP-21760,Corporate,38401,TEC-AC-10003499,18.528,2,7.0638,,
8994,CA-2017-159100,10-16-2017,10-21-2017,Standard Class,VP-21760,Corporate,38401,FUR-TA-10001950,1875.258,7,406.3059,,
1329,CA-2017-106033,10-15-2017,10-18-2017,Second Class,FG-14260,Home Office,94110,OFF-AR-10002818,87.92,4,15.386,,
3711,CA-2017-113670,10-15-2017,10-17-2017,First Class,RS-19765,Corporate,90045,FUR-TA-10001705,510.24,3,167.954,,
3712,CA-2017-113670,10-15-2017,10-17-2017,First Class,RS-19765,Corporate,90045,OFF-PA-10000675,204.95,5,20.9049,,
4261,CA-2017-164819,10-15-2017,10-19-2017,Second Class,RS-19420,Corporate,6824,OFF-LA-10001045,13.05,5,1.4094,,
6836,CA-2017-142643,10-15-2017,10-20-2017,Standard Class,DL-13495,Corporate,91360,OFF-LA-10003510,152.65,5,16.4862,,
6837,CA-2017-142643,10-15-2017,10-20-2017,Standard Class,DL-13495,Corporate,91360,FUR-FU-10000087,22.72,1,13.4048,,
7214,CA-2017-154949,10-15-2017,10-19-2017,Standard Class,MC-17275,Consumer,93010,OFF-LA-10002034,14.73,3,2.5041,,
7708,CA-2017-100237,10-15-2017,10-19-2017,Standard Class,SV-20815,Corporate,84057,OFF-AR-10001761,11.68,2,3.7376,,
888,CA-2017-150707,10-14-2017,10-19-2017,Standard Class,EL-13735,Home Office,21044,OFF-BI-10001078,37.66,7,2.7438,,
1752,CA-2017-168837,10-14-2017,10-17-2017,First Class,JW-15955,Consumer,94601,FUR-FU-10001918,9.46,2,2.8853,,
5697,CA-2017-126123,10-14-2017,10-18-2017,Standard Class,AG-10765,Home Office,60623,OFF-BI-10000309,27.396,9,7.7622,,
5698,CA-2017-126123,10-14-2017,10-18-2017,Standard Class,AG-10765,Home Office,60623,OFF-BI-10004224,13.456,1,37.004,,
7286,CA-2017-151183,10-14-2017,10-19-2017,Standard Class,BK-11260,Consumer,94110,TEC-AC-10003614,46.36,4,7.7653,,
277,CA-2017-132976,10-13-2017,10-17-2017,Standard Class,AG-10495,Corporate,19140,OFF-PA-10000673,11.648,2,3.7856,,
278,CA-2017-132976,10-13-2017,10-17-2017,Standard Class,AG-10495,Corporate,19140,OFF-PA-10004470,18.176,4,3.0672,,
279,CA-2017-132976,10-13-2017,10-17-2017,Standard Class,AG-10495,Corporate,19140,OFF-ST-10000876,59.712,6,8.9568,,
280,CA-2017-132976,10-13-2017,10-17-2017,Standard Class,AG-10495,Corporate,19140,OFF-LA-10002043,24.84,3,5.382,,
3007,CA-2017-116519,10-13-2017,10-15-2017,First Class,CR-12730,Consumer,10009,OFF-AP-10000828,904.9,5,130.3056,,
4255,CA-2017-163160,10-13-2017,10-16-2017,First Class,TS-21610,Consumer,61032,OFF-PA-10003127,63.312,3,14.2452,,
4256,CA-2017-163160,10-13-2017,10-16-2017,First Class,TS-21610,Consumer,61032,OFF-BI-10000778,96.784,4,60.49,,
4257,CA-2017-163160,10-13-2017,10-16-2017,First Class,TS-21610,Consumer,61032,FUR-FU-10001424,10.476,3,5.7618,,
8857,CA-2017-135909,10-13-2017,10-20-2017,Standard Class,JW-15220,Corporate,95823,TEC-AC-10002335,209.94,6,28.3419,,
8858,CA-2017-135909,10-13-2017,10-20-2017,Standard Class,JW-15220,Corporate,95823,TEC-PH-10003187,31.984,2,19.99,,
8859,CA-2017-135909,10-13-2017,10-20-2017,Standard Class,JW-15220,Corporate,95823,OFF-BI-10003527,5083.96,5,635.495,,
9091,US-2017-148831,10-13-2017,10-15-2017,First Class,AH-10210,Consumer,40214,OFF-ST-10002974,348.56,8,30.499,,
9221,CA-2017-103212,10-13-2017,10-14-2017,First Class,MH-18025,Consumer,70506,OFF-LA-10000248,11.07,3,1.9557,,
9222,CA-2017-103212,10-13-2017,10-14-2017,First Class,MH-18025,Consumer,70506,FUR-TA-10003473,1504.52,4,289.6201,,
9223,CA-2017-103212,10-13-2017,10-14-2017,First Class,MH-18025,Consumer,70506,OFF-PA-10004355,25.92,4,3.3696,,
1046,CA-2017-152702,10-12-2017,10-16-2017,Standard Class,SN-20710,Home Office,61107,FUR-CH-10002304,254.604,14,19.485,,
2267,CA-2017-149146,10-12-2017,10-12-2017,Same Day,SM-20320,Home Office,28110,OFF-PA-10003919,7.968,2,2.6394,,
2417,CA-2017-168655,10-12-2017,10-18-2017,Standard Class,ML-18040,Corporate,87105,TEC-AC-10002842,595,5,99.96,,
2418,CA-2017-168655,10-12-2017,10-18-2017,Standard Class,ML-18040,Corporate,87105,OFF-BI-10002082,79.872,3,16.64,,
2762,CA-2017-126536,10-12-2017,10-14-2017,First Class,NK-18490,Home Office,94110,TEC-AC-10003709,0.99,1,0.5544,,
2763,CA-2017-126536,10-12-2017,10-14-2017,First Class,NK-18490,Home Office,94110,OFF-BI-10001191,101.84,5,12.9846,,
5941,CA-2017-112431,10-12-2017,10-14-2017,Second Class,RW-19690,Consumer,90049,TEC-AC-10001465,435.84,12,25.424,,
5942,CA-2017-112431,10-12-2017,10-14-2017,Second Class,RW-19690,Consumer,90049,OFF-AR-10000940,5.88,2,2.1462,,
7793,CA-2017-169362,10-12-2017,10-15-2017,First Class,SP-20860,Corporate,75217,TEC-AC-10001383,39.984,2,20.7417,,
8422,CA-2017-150091,10-12-2017,10-16-2017,Standard Class,NP-18670,Consumer,8701,TEC-AC-10002167,45,3,13.35,,
8423,CA-2017-150091,10-12-2017,10-16-2017,Standard Class,NP-18670,Consumer,8701,OFF-FA-10000621,17.9,5,1.8258,,
8424,CA-2017-150091,10-12-2017,10-16-2017,Standard Class,NP-18670,Consumer,8701,FUR-FU-10004053,40.48,2,11.5368,,
8425,CA-2017-150091,10-12-2017,10-16-2017,Standard Class,NP-18670,Consumer,8701,FUR-BO-10003404,2154.9,5,405.1212,,
9099,CA-2017-152933,10-12-2017,10-16-2017,Standard Class,MG-17650,Home Office,75081,TEC-PH-10002085,369.544,7,48.8326,,
9100,CA-2017-152933,10-12-2017,10-16-2017,Standard Class,MG-17650,Home Office,75081,OFF-PA-10001934,10.368,2,3.3048,,
9101,CA-2017-152933,10-12-2017,10-16-2017,Standard Class,MG-17650,Home Office,75081,TEC-AC-10003033,791.88,3,221.0665,,
9487,CA-2017-130505,10-12-2017,10-12-2017,Same Day,NF-18385,Consumer,26003,FUR-TA-10001932,673.344,3,250.0992,,
9888,CA-2017-169607,10-12-2017,10-15-2017,First Class,CA-12265,Consumer,10024,OFF-PA-10000477,9.96,2,2.6394,,
8944,CA-2017-111717,10-10-2017,10-16-2017,Standard Class,SW-20245,Consumer,60505,FUR-CH-10001545,239.358,3,95.7432,,
1324,CA-2017-162635,10-9-2017,10-10-2017,First Class,EB-14170,Consumer,28403,OFF-PA-10002659,10.816,4,1.8252,,
1395,US-2017-117247,10-9-2017,10-14-2017,Standard Class,CK-12760,Corporate,60505,FUR-TA-10002958,652.45,5,216.6134,,
1396,US-2017-117247,10-9-2017,10-14-2017,Standard Class,CK-12760,Corporate,60505,FUR-TA-10001676,66.645,3,36.4326,,
2712,CA-2017-132430,10-9-2017,10-11-2017,First Class,CP-12085,Corporate,44107,FUR-FU-10003577,45.888,4,9.1776,,
3820,CA-2017-141873,10-9-2017,10-14-2017,Standard Class,HG-14845,Consumer,10024,OFF-BI-10001031,12.816,3,2.8302,,
3821,CA-2017-141873,10-9-2017,10-14-2017,Standard Class,HG-14845,Consumer,10024,FUR-BO-10003034,314.352,3,110.0232,,
3822,CA-2017-141873,10-9-2017,10-14-2017,Standard Class,HG-14845,Consumer,10024,OFF-PA-10000069,18.98,2,5.0297,,
3823,CA-2017-141873,10-9-2017,10-14-2017,Standard Class,HG-14845,Consumer,10024,OFF-BI-10003655,18.24,6,2.014,,
4917,CA-2017-163125,10-9-2017,10-11-2017,Second Class,MB-17305,Consumer,77573,OFF-AR-10004344,67.144,7,8.7527,,
4918,CA-2017-163125,10-9-2017,10-11-2017,Second Class,MB-17305,Consumer,77573,FUR-CH-10001802,254.058,3,95.5742,,
5259,US-2017-115595,10-9-2017,10-11-2017,First Class,XP-21865,Consumer,90032,OFF-PA-10001745,35.2,5,3.7312,,
5481,CA-2017-105487,10-8-2017,10-14-2017,Standard Class,CS-12250,Corporate,92105,TEC-PH-10001336,103.192,1,91.5829,,
5482,CA-2017-105487,10-8-2017,10-14-2017,Standard Class,CS-12250,Corporate,92105,TEC-AC-10002305,36,2,14.76,,
5483,CA-2017-105487,10-8-2017,10-14-2017,Standard Class,CS-12250,Corporate,92105,TEC-AC-10003610,239.96,4,31.1948,,
5484,CA-2017-105487,10-8-2017,10-14-2017,Standard Class,CS-12250,Corporate,92105,OFF-ST-10002301,40.68,2,20.1366,,
5888,CA-2017-151596,10-8-2017,10-11-2017,First Class,BP-11050,Corporate,2920,OFF-ST-10001837,42.76,1,31.6424,,
7171,US-2017-168613,10-8-2017,10-14-2017,Standard Class,GM-14440,Consumer,10009,FUR-CH-10002372,145.764,2,71.2624,,
1715,CA-2017-104003,10-7-2017,10-13-2017,Standard Class,DC-13285,Consumer,94110,FUR-BO-10003965,307.666,2,161.0722,,
2405,CA-2017-108574,10-7-2017,10-11-2017,Standard Class,MG-18145,Consumer,90045,TEC-AC-10002049,1115.91,9,101.6718,,
